"","Filename","Date","Hour","Foraging","Total_Events","Year","Month","Day"
"1675","Potomac 2018 06 08 POD2807 file01.CP207",2018-06-27,20,FALSE,7,"2018","06","27"
"1676","Potomac 2018 06 08 POD2807 file01.CP208",2018-06-27,20,TRUE,1,"2018","06","27"
"1677","Potomac 2018 06 08 POD2807 file01.CP209",2018-06-27,22,FALSE,3,"2018","06","27"
"1678","Potomac 2018 06 08 POD2807 file01.CP210",2018-06-27,22,TRUE,1,"2018","06","27"
"1679","Potomac 2018 06 08 POD2807 file01.CP211",2018-06-27,23,FALSE,1,"2018","06","27"
"1680","Potomac 2018 06 08 POD2807 file01.CP212",2018-06-28,0,FALSE,2,"2018","06","28"
"1681","Potomac 2018 06 08 POD2807 file01.CP213",2018-06-28,4,FALSE,12,"2018","06","28"
"1682","Potomac 2018 06 08 POD2807 file01.CP214",2018-06-28,5,TRUE,1,"2018","06","28"
"1683","Potomac 2018 06 08 POD2807 file01.CP215",2018-06-28,6,FALSE,3,"2018","06","28"
"1684","Potomac 2018 06 08 POD2807 file01.CP216",2018-06-28,6,TRUE,4,"2018","06","28"
"1685","Potomac 2018 06 08 POD2807 file01.CP217",2018-06-28,7,FALSE,6,"2018","06","28"
"1686","Potomac 2018 06 08 POD2807 file01.CP218",2018-06-28,7,TRUE,2,"2018","06","28"
"1687","Potomac 2018 06 08 POD2807 file01.CP219",2018-06-28,11,FALSE,1,"2018","06","28"
"1688","Potomac 2018 06 08 POD2807 file01.CP220",2018-06-28,14,FALSE,1,"2018","06","28"
"1689","Potomac 2018 06 08 POD2807 file01.CP221",2018-06-28,15,FALSE,2,"2018","06","28"
"1690","Potomac 2018 06 08 POD2807 file01.CP222",2018-06-28,18,FALSE,1,"2018","06","28"
"1691","Potomac 2018 06 08 POD2807 file01.CP223",2018-06-28,20,FALSE,3,"2018","06","28"
"1692","Potomac 2018 06 08 POD2807 file01.CP224",2018-06-28,20,TRUE,1,"2018","06","28"
"1693","Potomac 2018 06 08 POD2807 file01.CP225",2018-06-29,5,FALSE,2,"2018","06","29"
"1694","Potomac 2018 06 08 POD2807 file01.CP226",2018-06-29,6,FALSE,2,"2018","06","29"
"1695","Potomac 2018 06 08 POD2807 file01.CP227",2018-06-29,6,TRUE,1,"2018","06","29"
"1696","Potomac 2018 06 08 POD2807 file01.CP228",2018-06-29,7,FALSE,7,"2018","06","29"
"1697","Potomac 2018 06 08 POD2807 file01.CP229",2018-06-29,7,TRUE,4,"2018","06","29"
"1698","Potomac 2018 06 08 POD2807 file01.CP230",2018-06-29,12,FALSE,14,"2018","06","29"
"1699","Potomac 2018 06 08 POD2807 file01.CP231",2018-06-29,17,FALSE,8,"2018","06","29"
"1700","Potomac 2018 06 08 POD2807 file01.CP232",2018-06-29,23,FALSE,1,"2018","06","29"
"1701","Potomac 2018 06 08 POD2807 file01.CP233",2018-06-30,5,FALSE,2,"2018","06","30"
"1702","Potomac 2018 06 08 POD2807 file01.CP234",2018-06-30,11,FALSE,3,"2018","06","30"
"1703","Potomac 2018 06 08 POD2807 file01.CP235",2018-06-30,13,FALSE,1,"2018","06","30"
"1704","Potomac 2018 06 08 POD2807 file01.CP236",2018-06-30,23,FALSE,28,"2018","06","30"
"1705","Potomac 2018 06 08 POD2807 file01.CP237",2018-06-30,23,TRUE,17,"2018","06","30"
"1706","Potomac 2018 06 08 POD2807 file01.CP238",2018-07-01,0,FALSE,32,"2018","07","01"
"1707","Potomac 2018 06 08 POD2807 file01.CP239",2018-07-01,0,TRUE,27,"2018","07","01"
"1708","Potomac 2018 06 08 POD2807 file01.CP240",2018-07-01,1,FALSE,26,"2018","07","01"
"1709","Potomac 2018 06 08 POD2807 file01.CP241",2018-07-01,1,TRUE,31,"2018","07","01"
"1710","Potomac 2018 06 08 POD2807 file01.CP242",2018-07-01,2,FALSE,36,"2018","07","01"
"1711","Potomac 2018 06 08 POD2807 file01.CP243",2018-07-01,2,TRUE,19,"2018","07","01"
"1712","Potomac 2018 06 08 POD2807 file01.CP244",2018-07-01,3,FALSE,22,"2018","07","01"
"1713","Potomac 2018 06 08 POD2807 file01.CP245",2018-07-01,3,TRUE,31,"2018","07","01"
"1714","Potomac 2018 06 08 POD2807 file01.CP246",2018-07-01,4,FALSE,16,"2018","07","01"
"1715","Potomac 2018 06 08 POD2807 file01.CP247",2018-07-01,4,TRUE,8,"2018","07","01"
"1716","Potomac 2018 06 08 POD2807 file01.CP248",2018-07-01,7,FALSE,12,"2018","07","01"
"1717","Potomac 2018 06 08 POD2807 file01.CP249",2018-07-01,7,TRUE,22,"2018","07","01"
"1718","Potomac 2018 06 08 POD2807 file01.CP250",2018-07-01,8,FALSE,14,"2018","07","01"
"1719","Potomac 2018 06 08 POD2807 file01.CP251",2018-07-01,8,TRUE,25,"2018","07","01"
"1720","Potomac 2018 06 08 POD2807 file01.CP252",2018-07-01,9,FALSE,25,"2018","07","01"
"1721","Potomac 2018 06 08 POD2807 file01.CP253",2018-07-01,9,TRUE,28,"2018","07","01"
"1722","Potomac 2018 06 08 POD2807 file01.CP254",2018-07-01,10,FALSE,23,"2018","07","01"
"1723","Potomac 2018 06 08 POD2807 file01.CP255",2018-07-01,10,TRUE,19,"2018","07","01"
"1724","Potomac 2018 06 08 POD2807 file01.CP256",2018-07-01,11,FALSE,17,"2018","07","01"
"1725","Potomac 2018 06 08 POD2807 file01.CP257",2018-07-01,11,TRUE,7,"2018","07","01"
"1726","Potomac 2018 06 08 POD2807 file01.CP258",2018-07-01,12,FALSE,10,"2018","07","01"
"1727","Potomac 2018 06 08 POD2807 file01.CP259",2018-07-01,12,TRUE,19,"2018","07","01"
"1728","Potomac 2018 06 08 POD2807 file01.CP260",2018-07-01,13,FALSE,7,"2018","07","01"
"1729","Potomac 2018 06 08 POD2807 file01.CP261",2018-07-01,13,TRUE,9,"2018","07","01"
"1730","Potomac 2018 06 08 POD2807 file01.CP262",2018-07-01,14,FALSE,12,"2018","07","01"
"1731","Potomac 2018 06 08 POD2807 file01.CP263",2018-07-01,14,TRUE,8,"2018","07","01"
"1732","Potomac 2018 06 08 POD2807 file01.CP264",2018-07-01,15,FALSE,14,"2018","07","01"
"1733","Potomac 2018 06 08 POD2807 file01.CP265",2018-07-01,15,TRUE,37,"2018","07","01"
"1734","Potomac 2018 06 08 POD2807 file01.CP266",2018-07-01,16,FALSE,20,"2018","07","01"
"1735","Potomac 2018 06 08 POD2807 file01.CP267",2018-07-01,16,TRUE,38,"2018","07","01"
"1736","Potomac 2018 06 08 POD2807 file01.CP268",2018-07-01,17,FALSE,17,"2018","07","01"
"1737","Potomac 2018 06 08 POD2807 file01.CP269",2018-07-01,17,TRUE,14,"2018","07","01"
"1738","Potomac 2018 06 08 POD2807 file01.CP270",2018-07-01,18,FALSE,2,"2018","07","01"
"1739","Potomac 2018 06 08 POD2807 file01.CP271",2018-07-01,19,FALSE,4,"2018","07","01"
"1740","Potomac 2018 06 08 POD2807 file01.CP272",2018-07-01,19,TRUE,2,"2018","07","01"
"1741","Potomac 2018 06 08 POD2807 file01.CP273",2018-07-01,20,FALSE,21,"2018","07","01"
"1742","Potomac 2018 06 08 POD2807 file01.CP274",2018-07-01,20,TRUE,18,"2018","07","01"
"1743","Potomac 2018 06 08 POD2807 file01.CP275",2018-07-01,21,FALSE,29,"2018","07","01"
"1744","Potomac 2018 06 08 POD2807 file01.CP276",2018-07-01,21,TRUE,5,"2018","07","01"
"1745","Potomac 2018 06 08 POD2807 file01.CP277",2018-07-01,22,FALSE,16,"2018","07","01"
"1746","Potomac 2018 06 08 POD2807 file01.CP278",2018-07-01,22,TRUE,12,"2018","07","01"
"1747","Potomac 2018 06 08 POD2807 file01.CP279",2018-07-01,23,FALSE,17,"2018","07","01"
"1748","Potomac 2018 06 08 POD2807 file01.CP280",2018-07-01,23,TRUE,12,"2018","07","01"
"1749","Potomac 2018 06 08 POD2807 file01.CP281",2018-07-02,0,FALSE,13,"2018","07","02"
"1750","Potomac 2018 06 08 POD2807 file01.CP282",2018-07-02,0,TRUE,5,"2018","07","02"
"1751","Potomac 2018 06 08 POD2807 file01.CP283",2018-07-02,2,FALSE,34,"2018","07","02"
"1752","Potomac 2018 06 08 POD2807 file01.CP284",2018-07-02,2,TRUE,16,"2018","07","02"
"1753","Potomac 2018 06 08 POD2807 file01.CP285",2018-07-02,3,FALSE,21,"2018","07","02"
"1754","Potomac 2018 06 08 POD2807 file01.CP286",2018-07-02,3,TRUE,8,"2018","07","02"
"1755","Potomac 2018 06 08 POD2807 file01.CP287",2018-07-02,6,FALSE,9,"2018","07","02"
"1756","Potomac 2018 06 08 POD2807 file01.CP288",2018-07-02,8,TRUE,2,"2018","07","02"
"1757","Potomac 2018 06 08 POD2807 file01.CP289",2018-07-02,13,FALSE,4,"2018","07","02"
"1758","Potomac 2018 06 08 POD2807 file01.CP290",2018-07-02,19,FALSE,2,"2018","07","02"
"1759","Potomac 2018 06 08 POD2807 file01.CP291",2018-07-02,23,FALSE,9,"2018","07","02"
"1760","Potomac 2018 06 08 POD2807 file01.CP292",2018-07-02,23,TRUE,3,"2018","07","02"
"1761","Potomac 2018 06 08 POD2807 file01.CP293",2018-07-03,0,FALSE,31,"2018","07","03"
"1762","Potomac 2018 06 08 POD2807 file01.CP294",2018-07-03,0,TRUE,26,"2018","07","03"
"1763","Potomac 2018 06 08 POD2807 file01.CP295",2018-07-03,1,FALSE,35,"2018","07","03"
"1764","Potomac 2018 06 08 POD2807 file01.CP296",2018-07-03,1,TRUE,9,"2018","07","03"
"1765","Potomac 2018 06 08 POD2807 file01.CP297",2018-07-03,2,FALSE,9,"2018","07","03"
"1766","Potomac 2018 06 08 POD2807 file01.CP298",2018-07-03,3,FALSE,2,"2018","07","03"
"1767","Potomac 2018 06 08 POD2807 file01.CP299",2018-07-03,5,FALSE,23,"2018","07","03"
"1768","Potomac 2018 06 08 POD2807 file01.CP300",2018-07-03,5,TRUE,5,"2018","07","03"
"1769","Potomac 2018 06 08 POD2807 file01.CP301",2018-07-03,6,FALSE,13,"2018","07","03"
"1770","Potomac 2018 06 08 POD2807 file01.CP302",2018-07-03,6,TRUE,1,"2018","07","03"
"1771","Potomac 2018 06 08 POD2807 file01.CP303",2018-07-03,7,FALSE,5,"2018","07","03"
"1772","Potomac 2018 06 08 POD2807 file01.CP304",2018-07-03,7,TRUE,3,"2018","07","03"
"1773","Potomac 2018 06 08 POD2807 file01.CP305",2018-07-03,10,FALSE,2,"2018","07","03"
"1774","Potomac 2018 06 08 POD2807 file01.CP306",2018-07-03,15,FALSE,6,"2018","07","03"
"1775","Potomac 2018 06 08 POD2807 file01.CP307",2018-07-03,16,FALSE,13,"2018","07","03"
"1776","Potomac 2018 06 08 POD2807 file01.CP308",2018-07-03,16,TRUE,9,"2018","07","03"
"1777","Potomac 2018 06 08 POD2807 file01.CP309",2018-07-03,17,TRUE,3,"2018","07","03"
"1778","Potomac 2018 06 08 POD2807 file01.CP310",2018-07-03,19,FALSE,2,"2018","07","03"
"1779","Potomac 2018 06 08 POD2807 file01.CP311",2018-07-03,21,FALSE,2,"2018","07","03"
"1780","Potomac 2018 06 08 POD2807 file01.CP312",2018-07-03,21,TRUE,2,"2018","07","03"
"1781","Potomac 2018 06 08 POD2807 file01.CP313",2018-07-03,22,FALSE,15,"2018","07","03"
"1782","Potomac 2018 06 08 POD2807 file01.CP314",2018-07-03,22,TRUE,6,"2018","07","03"
"1783","Potomac 2018 06 08 POD2807 file01.CP315",2018-07-03,23,FALSE,10,"2018","07","03"
"1784","Potomac 2018 06 08 POD2807 file01.CP316",2018-07-04,2,FALSE,32,"2018","07","04"
"1785","Potomac 2018 06 08 POD2807 file01.CP317",2018-07-04,2,TRUE,11,"2018","07","04"
"1786","Potomac 2018 06 08 POD2807 file01.CP318",2018-07-04,3,FALSE,1,"2018","07","04"
"1787","Potomac 2018 06 08 POD2807 file01.CP319",2018-07-04,3,TRUE,1,"2018","07","04"
"1788","Potomac 2018 06 08 POD2807 file01.CP320",2018-07-04,4,FALSE,3,"2018","07","04"
"1789","Potomac 2018 06 08 POD2807 file01.CP321",2018-07-04,4,TRUE,10,"2018","07","04"
"1790","Potomac 2018 06 08 POD2807 file01.CP322",2018-07-04,5,FALSE,4,"2018","07","04"
"1791","Potomac 2018 06 08 POD2807 file01.CP323",2018-07-04,5,TRUE,7,"2018","07","04"
"1792","Potomac 2018 06 08 POD2807 file01.CP324",2018-07-04,11,FALSE,2,"2018","07","04"
"1793","Potomac 2018 06 08 POD2807 file01.CP325",2018-07-04,12,TRUE,1,"2018","07","04"
"1794","Potomac 2018 06 08 POD2807 file01.CP326",2018-07-04,13,FALSE,1,"2018","07","04"
"1795","Potomac 2018 06 08 POD2807 file01.CP327",2018-07-04,15,FALSE,1,"2018","07","04"
"1796","Potomac 2018 06 08 POD2807 file01.CP328",2018-07-04,23,FALSE,1,"2018","07","04"
"1797","Potomac 2018 06 08 POD2807 file01.CP329",2018-07-05,0,FALSE,12,"2018","07","05"
"1798","Potomac 2018 06 08 POD2807 file01.CP330",2018-07-05,0,TRUE,1,"2018","07","05"
"1799","Potomac 2018 06 08 POD2807 file01.CP331",2018-07-05,3,FALSE,10,"2018","07","05"
"1800","Potomac 2018 06 08 POD2807 file01.CP332",2018-07-05,6,FALSE,15,"2018","07","05"
"1801","Potomac 2018 06 08 POD2807 file01.CP333",2018-07-05,6,TRUE,2,"2018","07","05"
"1802","Potomac 2018 06 08 POD2807 file01.CP334",2018-07-05,7,FALSE,25,"2018","07","05"
"1803","Potomac 2018 06 08 POD2807 file01.CP335",2018-07-05,20,FALSE,5,"2018","07","05"
"1804","Potomac 2018 06 08 POD2807 file01.CP336",2018-07-05,21,FALSE,14,"2018","07","05"
"1805","Potomac 2018 06 08 POD2807 file01.CP337",2018-07-05,21,TRUE,5,"2018","07","05"
"1806","Potomac 2018 06 08 POD2807 file01.CP338",2018-07-06,0,FALSE,12,"2018","07","06"
"1807","Potomac 2018 06 08 POD2807 file01.CP339",2018-07-06,0,TRUE,2,"2018","07","06"
"1808","Potomac 2018 06 08 POD2807 file01.CP340",2018-07-06,4,FALSE,3,"2018","07","06"
"1809","Potomac 2018 06 08 POD2807 file01.CP341",2018-07-06,5,FALSE,1,"2018","07","06"
"1810","Potomac 2018 06 08 POD2807 file01.CP342",2018-07-06,6,FALSE,8,"2018","07","06"
"1811","Potomac 2018 06 08 POD2807 file01.CP343",2018-07-06,7,FALSE,1,"2018","07","06"
"1812","Potomac 2018 06 08 POD2807 file01.CP344",2018-07-06,9,FALSE,4,"2018","07","06"
"1813","Potomac 2018 06 08 POD2807 file01.CP345",2018-07-06,10,FALSE,1,"2018","07","06"
"1814","Potomac 2018 06 08 POD2807 file01.CP346",2018-07-06,12,TRUE,2,"2018","07","06"
"1815","Potomac 2018 06 08 POD2807 file01.CP347",2018-07-06,13,FALSE,2,"2018","07","06"
"1816","Potomac 2018 06 08 POD2807 file01.CP348",2018-07-06,16,FALSE,5,"2018","07","06"
"1817","Potomac 2018 06 08 POD2807 file01.CP349",2018-07-06,16,TRUE,3,"2018","07","06"
"1818","Potomac 2018 06 08 POD2807 file01.CP350",2018-07-07,4,FALSE,2,"2018","07","07"
"1819","Potomac 2018 06 08 POD2807 file01.CP351",2018-07-07,14,FALSE,6,"2018","07","07"
"1820","Potomac 2018 06 08 POD2807 file01.CP352",2018-07-07,14,TRUE,1,"2018","07","07"
"1821","Potomac 2018 06 08 POD2807 file01.CP353",2018-07-07,15,FALSE,1,"2018","07","07"
"1822","Potomac 2018 06 08 POD2807 file01.CP354",2018-07-07,19,FALSE,1,"2018","07","07"
"1823","Potomac 2018 06 08 POD2807 file01.CP355",2018-07-07,20,FALSE,2,"2018","07","07"
"1824","Potomac 2018 06 08 POD2807 file01.CP356",2018-07-08,1,FALSE,3,"2018","07","08"
"1825","Potomac 2018 06 08 POD2807 file01.CP357",2018-07-08,2,FALSE,3,"2018","07","08"
"1826","Potomac 2018 06 08 POD2807 file01.CP358",2018-07-08,4,FALSE,2,"2018","07","08"
"1827","Potomac 2018 06 08 POD2807 file01.CP359",2018-07-08,10,FALSE,1,"2018","07","08"
"1828","Potomac 2018 06 08 POD2807 file01.CP360",2018-07-08,10,TRUE,4,"2018","07","08"
"1829","Potomac 2018 06 08 POD2807 file01.CP361",2018-07-08,11,FALSE,4,"2018","07","08"
"1830","Potomac 2018 06 08 POD2807 file01.CP362",2018-07-08,11,TRUE,13,"2018","07","08"
"1831","Potomac 2018 06 08 POD2807 file01.CP363",2018-07-08,12,FALSE,2,"2018","07","08"
"1832","Potomac 2018 06 08 POD2807 file01.CP364",2018-07-08,13,FALSE,6,"2018","07","08"
"1833","Potomac 2018 06 08 POD2807 file01.CP365",2018-07-08,13,TRUE,3,"2018","07","08"
"1834","Potomac 2018 06 08 POD2807 file01.CP366",2018-07-08,14,FALSE,10,"2018","07","08"
"1835","Potomac 2018 06 08 POD2807 file01.CP367",2018-07-08,14,TRUE,5,"2018","07","08"
"1836","Potomac 2018 06 08 POD2807 file01.CP368",2018-07-08,17,FALSE,8,"2018","07","08"
"1837","Potomac 2018 06 08 POD2807 file01.CP369",2018-07-08,17,TRUE,4,"2018","07","08"
"1838","Potomac 2018 06 08 POD2807 file01.CP370",2018-07-08,18,FALSE,3,"2018","07","08"
"1839","Potomac 2018 06 08 POD2807 file01.CP371",2018-07-09,0,FALSE,14,"2018","07","09"
"1840","Potomac 2018 06 08 POD2807 file01.CP372",2018-07-09,1,FALSE,13,"2018","07","09"
"1841","Potomac 2018 06 08 POD2807 file01.CP373",2018-07-09,1,TRUE,3,"2018","07","09"
"1842","Potomac 2018 06 08 POD2807 file01.CP374",2018-07-09,2,FALSE,10,"2018","07","09"
"1843","Potomac 2018 06 08 POD2807 file01.CP375",2018-07-09,2,TRUE,2,"2018","07","09"
"1844","Potomac 2018 06 08 POD2807 file01.CP376",2018-07-09,3,FALSE,1,"2018","07","09"
"1845","Potomac 2018 06 08 POD2807 file01.CP377",2018-07-09,8,FALSE,6,"2018","07","09"
"1846","Potomac 2018 06 08 POD2807 file01.CP378",2018-07-09,9,FALSE,2,"2018","07","09"
"1847","Potomac 2018 06 08 POD2807 file01.CP379",2018-07-09,12,FALSE,8,"2018","07","09"
"1848","Potomac 2018 06 08 POD2807 file01.CP380",2018-07-09,12,TRUE,1,"2018","07","09"
"1849","Potomac 2018 06 08 POD2807 file01.CP381",2018-07-09,13,FALSE,5,"2018","07","09"
"1850","Potomac 2018 06 08 POD2807 file01.CP382",2018-07-09,13,TRUE,1,"2018","07","09"
"1851","Potomac 2018 06 08 POD2807 file01.CP383",2018-07-09,16,FALSE,16,"2018","07","09"
"1852","Potomac 2018 06 08 POD2807 file01.CP384",2018-07-09,16,TRUE,4,"2018","07","09"
"1853","Potomac 2018 06 08 POD2807 file01.CP385",2018-07-09,19,FALSE,2,"2018","07","09"
"1854","Potomac 2018 06 08 POD2807 file01.CP386",2018-07-09,20,FALSE,38,"2018","07","09"
"1855","Potomac 2018 06 08 POD2807 file01.CP387",2018-07-09,20,TRUE,16,"2018","07","09"
"1856","Potomac 2018 06 08 POD2807 file01.CP388",2018-07-09,21,FALSE,14,"2018","07","09"
"1857","Potomac 2018 06 08 POD2807 file01.CP389",2018-07-09,21,TRUE,4,"2018","07","09"
"1858","Potomac 2018 06 08 POD2807 file01.CP390",2018-07-09,22,FALSE,15,"2018","07","09"
"1859","Potomac 2018 06 08 POD2807 file01.CP391",2018-07-09,22,TRUE,3,"2018","07","09"
"1860","Potomac 2018 06 08 POD2807 file01.CP392",2018-07-10,7,FALSE,6,"2018","07","10"
"1861","Potomac 2018 06 08 POD2807 file01.CP393",2018-07-10,7,TRUE,1,"2018","07","10"
"1862","Potomac 2018 06 08 POD2807 file01.CP394",2018-07-10,10,FALSE,1,"2018","07","10"
"1863","Potomac 2018 06 08 POD2807 file01.CP395",2018-07-10,14,TRUE,1,"2018","07","10"
"1864","Potomac 2018 06 08 POD2807 file01.CP396",2018-07-10,15,FALSE,4,"2018","07","10"
"1865","Potomac 2018 06 08 POD2807 file01.CP397",2018-07-10,15,TRUE,1,"2018","07","10"
"1866","Potomac 2018 06 08 POD2807 file01.CP398",2018-07-10,16,TRUE,1,"2018","07","10"
"1867","Potomac 2018 06 08 POD2807 file01.CP399",2018-07-10,20,FALSE,9,"2018","07","10"
"1868","Potomac 2018 06 08 POD2807 file01.CP400",2018-07-10,21,FALSE,9,"2018","07","10"
"1869","Potomac 2018 06 08 POD2807 file01.CP401",2018-07-11,0,FALSE,2,"2018","07","11"
"1870","Potomac 2018 06 08 POD2807 file01.CP402",2018-07-11,3,FALSE,3,"2018","07","11"
"1871","Potomac 2018 06 08 POD2807 file01.CP403",2018-07-11,4,FALSE,1,"2018","07","11"
"1872","Potomac 2018 06 08 POD2807 file01.CP404",2018-07-11,10,FALSE,6,"2018","07","11"
"1873","Potomac 2018 06 08 POD2807 file01.CP405",2018-07-11,11,FALSE,11,"2018","07","11"
"1874","Potomac 2018 06 08 POD2807 file01.CP406",2018-07-11,11,TRUE,3,"2018","07","11"
"1875","Potomac 2018 06 08 POD2807 file01.CP407",2018-07-11,12,FALSE,30,"2018","07","11"
"1876","Potomac 2018 06 08 POD2807 file01.CP408",2018-07-11,12,TRUE,18,"2018","07","11"
"1877","Potomac 2018 06 08 POD2807 file01.CP409",2018-07-11,13,FALSE,30,"2018","07","11"
"1878","Potomac 2018 06 08 POD2807 file01.CP410",2018-07-11,13,TRUE,17,"2018","07","11"
"1879","Potomac 2018 06 08 POD2807 file01.CP411",2018-07-11,14,FALSE,8,"2018","07","11"
"1880","Potomac 2018 06 08 POD2807 file01.CP412",2018-07-11,14,TRUE,1,"2018","07","11"
"1881","Potomac 2018 06 08 POD2807 file01.CP413",2018-07-11,15,FALSE,2,"2018","07","11"
"1882","Potomac 2018 06 08 POD2807 file01.CP414",2018-07-11,16,FALSE,13,"2018","07","11"
"1883","Potomac 2018 06 08 POD2807 file01.CP415",2018-07-11,17,FALSE,2,"2018","07","11"
"1884","Potomac 2018 06 08 POD2807 file01.CP416",2018-07-11,18,FALSE,3,"2018","07","11"
"1885","Potomac 2018 06 08 POD2807 file01.CP417",2018-07-12,12,FALSE,10,"2018","07","12"
"1886","Potomac 2018 06 08 POD2807 file01.CP418",2018-07-12,12,TRUE,2,"2018","07","12"
"1887","Potomac 2018 06 08 POD2807 file01.CP419",2018-07-12,15,FALSE,1,"2018","07","12"
"1888","Potomac 2018 06 08 POD2807 file01.CP420",2018-07-12,19,FALSE,2,"2018","07","12"
"1889","Potomac 2018 06 08 POD2807 file01.CP421",2018-07-12,21,FALSE,16,"2018","07","12"
"1890","Potomac 2018 06 08 POD2807 file01.CP422",2018-07-12,22,FALSE,9,"2018","07","12"
"1891","Potomac 2018 06 08 POD2807 file01.CP423",2018-07-12,22,TRUE,4,"2018","07","12"
"1892","Potomac 2018 06 08 POD2807 file01.CP424",2018-07-13,3,FALSE,8,"2018","07","13"
"1893","Potomac 2018 06 08 POD2807 file01.CP425",2018-07-13,4,FALSE,1,"2018","07","13"
"1894","Potomac 2018 06 08 POD2807 file01.CP426",2018-07-13,14,FALSE,9,"2018","07","13"
"1895","Potomac 2018 06 08 POD2807 file01.CP427",2018-07-13,14,TRUE,4,"2018","07","13"
"1896","Potomac 2018 06 08 POD2807 file01.CP428",2018-07-13,18,FALSE,1,"2018","07","13"
"1897","Potomac 2018 06 08 POD2807 file01.CP429",2018-07-14,1,FALSE,3,"2018","07","14"
"1898","Potomac 2018 06 08 POD2807 file01.CP430",2018-07-14,3,FALSE,17,"2018","07","14"
"1899","Potomac 2018 06 08 POD2807 file01.CP431",2018-07-14,3,TRUE,2,"2018","07","14"
"1900","Potomac 2018 06 08 POD2807 file01.CP432",2018-07-14,5,FALSE,11,"2018","07","14"
"1901","Potomac 2018 06 08 POD2807 file01.CP433",2018-07-14,5,TRUE,6,"2018","07","14"
"1902","Potomac 2018 06 08 POD2807 file01.CP434",2018-07-14,13,FALSE,9,"2018","07","14"
"1903","Potomac 2018 06 08 POD2807 file01.CP435",2018-07-14,13,TRUE,22,"2018","07","14"
"1904","Potomac 2018 06 08 POD2807 file01.CP436",2018-07-14,16,FALSE,8,"2018","07","14"
"1905","Potomac 2018 06 08 POD2807 file01.CP437",2018-07-14,16,TRUE,3,"2018","07","14"
"1906","Potomac 2018 06 08 POD2807 file01.CP438",2018-07-14,17,FALSE,1,"2018","07","14"
"1907","Potomac 2018 06 08 POD2807 file01.CP439",2018-07-14,20,FALSE,5,"2018","07","14"
"1908","Potomac 2018 06 08 POD2807 file01.CP440",2018-07-14,20,TRUE,3,"2018","07","14"
"1909","Potomac 2018 06 08 POD2807 file01.CP441",2018-07-14,23,FALSE,8,"2018","07","14"
"1910","Potomac 2018 06 08 POD2807 file01.CP442",2018-07-15,0,FALSE,11,"2018","07","15"
"1911","Potomac 2018 06 08 POD2807 file01.CP443",2018-07-15,1,FALSE,6,"2018","07","15"
"1912","Potomac 2018 06 08 POD2807 file01.CP444",2018-07-15,16,FALSE,11,"2018","07","15"
"1913","Potomac 2018 06 08 POD2807 file01.CP445",2018-07-15,16,TRUE,19,"2018","07","15"
"1914","Potomac 2018 06 08 POD2807 file01.CP446",2018-07-15,19,FALSE,1,"2018","07","15"
"1915","Potomac 2018 06 08 POD2807 file01.CP447",2018-07-16,0,FALSE,8,"2018","07","16"
"1916","Potomac 2018 06 08 POD2807 file01.CP448",2018-07-16,0,TRUE,1,"2018","07","16"
"1917","Potomac 2018 06 08 POD2807 file01.CP449",2018-07-16,1,FALSE,10,"2018","07","16"
"1918","Potomac 2018 06 08 POD2807 file01.CP450",2018-07-16,10,FALSE,5,"2018","07","16"
"1919","Potomac 2018 06 08 POD2807 file01.CP451",2018-07-16,10,TRUE,3,"2018","07","16"
"1920","Potomac 2018 06 08 POD2807 file01.CP452",2018-07-16,11,FALSE,15,"2018","07","16"
"1921","Potomac 2018 06 08 POD2807 file01.CP453",2018-07-16,12,FALSE,2,"2018","07","16"
"1922","Potomac 2018 06 08 POD2807 file01.CP454",2018-07-16,12,TRUE,7,"2018","07","16"
"1923","Potomac 2018 06 08 POD2807 file01.CP455",2018-07-17,1,FALSE,2,"2018","07","17"
"1924","Potomac 2018 06 08 POD2807 file01.CP456",2018-07-17,2,FALSE,16,"2018","07","17"
"1925","Potomac 2018 06 08 POD2807 file01.CP457",2018-07-17,3,FALSE,13,"2018","07","17"
"1926","Potomac 2018 06 08 POD2807 file01.CP458",2018-07-17,3,TRUE,3,"2018","07","17"
"1927","Potomac 2018 06 08 POD2807 file01.CP459",2018-07-17,4,FALSE,1,"2018","07","17"
"1928","Potomac 2018 06 08 POD2807 file01.CP460",2018-07-17,6,FALSE,20,"2018","07","17"
"1929","Potomac 2018 06 08 POD2807 file01.CP461",2018-07-17,6,TRUE,2,"2018","07","17"
"1930","Potomac 2018 06 08 POD2807 file01.CP462",2018-07-17,7,FALSE,8,"2018","07","17"
"1931","Potomac 2018 06 08 POD2807 file01.CP463",2018-07-17,8,FALSE,1,"2018","07","17"
"1932","Potomac 2018 06 08 POD2807 file01.CP464",2018-07-17,8,TRUE,1,"2018","07","17"
"1933","Potomac 2018 06 08 POD2807 file01.CP465",2018-07-17,9,FALSE,4,"2018","07","17"
"1934","Potomac 2018 06 08 POD2807 file01.CP466",2018-07-17,9,TRUE,2,"2018","07","17"
"1935","Potomac 2018 06 08 POD2807 file01.CP467",2018-07-18,21,FALSE,4,"2018","07","18"
"1936","Potomac 2018 06 08 POD2807 file01.CP468",2018-07-18,22,FALSE,7,"2018","07","18"
"1937","Potomac 2018 06 08 POD2807 file01.CP469",2018-07-18,23,FALSE,16,"2018","07","18"
